27
0	9999	150	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	0	150	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
150	150	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	80	0	70	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	70	0	70	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	70	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	80	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	80	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	80	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	80	0	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999	150
9999	9999	320	9999	9999	9999	9999	9999	9999	9999	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	70	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	70	0	70	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	70	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	80	9999	9999	9999	9999	9999	9999	320	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	9999	9999	9999	9999	9999	9999	9999	320	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	0	80	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	70	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	70	0	70	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	70	0	80	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	80	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	80	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	80	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	80	0	9999
9999	9999	9999	9999	9999	9999	9999	9999	150	9999	9999	9999	9999	9999	9999	9999	9999	9999	320	9999	9999	9999	9999	9999	9999	9999	9999
